ENST00000566782.1	ENSG00000261657	SLC25A26
ENST00000540061.1	ENSG00000256715	AL050302.1
ENST00000578364.1	ENSG00000263829	FAM60BP
ENST00000425609.1	ENSG00000229928	LINC00400
ENST00000430744.1	ENSG00000232540	RPL36P19
ENST00000580975.1	ENSG00000266237	RP11-25D3.1
ENST00000434273.1	ENSG00000238189	ENOX1-AS2
ENST00000517112.1	ENSG00000252921	U3
ENST00000444442.1	ENSG00000233821	ENOX1-AS1
ENST00000582910.1	ENSG00000264911	RP11-107K17.2
ENST00000604480.1	ENSG00000270522	RP11-168P13.1
ENST00000384431.1	ENSG00000207160	RNU6-1289P
ENST00000578367.1	ENSG00000263862	RP11-107K17.1
ENST00000299443.5	ENSG00000166351	POTED
ENST00000517037.1	ENSG00000252846	AC090206.1
ENST00000423211.1	ENSG00000233725	LINC00284
ENST00000584883.1	ENSG00000263846	CIAPIN1P
ENST00000562963.1	ENSG00000260283	CNP
ENST00000596508.1	ENSG00000269011	AL050303.1
ENST00000568797.1	ENSG00000260372	AQP4-AS1
ENST00000378718.2	ENSG00000179611	DGKZP1
ENST00000361205.4	ENSG00000168675	LDLRAD4
ENST00000432331.1	ENSG00000226519	LINC00390
ENST00000444663.1	ENSG00000227258	SMIM2-AS1
ENST00000579458.1	ENSG00000265369	U3
ENST00000415082.1	ENSG00000235285	SMIM2-IT1
ENST00000583852.1	ENSG00000263677	RP11-17A19.2
ENST00000421190.2	ENSG00000230731	RP11-478K15.6
ENST00000584560.1	ENSG00000263382	RP11-552O4.1
ENST00000432701.2	ENSG00000237361	LINC01071
ENST00000583051.1	ENSG00000266184	RP11-552O4.2
ENST00000580510.1	ENSG00000266549	RP11-526I8.2
ENST00000426579.2	ENSG00000225727	RP11-71C5.2
ENST00000583148.1	ENSG00000265374	RP11-57J16.1
ENST00000572436.2	ENSG00000262684	DNAJC7
ENST00000412207.1	ENSG00000230793	SMARCE1P5
ENST00000344577.2	ENSG00000188992	LIPI
ENST00000459558.1	ENSG00000238932	snoU13
ENST00000426509.1	ENSG00000237585	LINC00407
ENST00000414562.1	ENSG00000235097	LINC00330
ENST00000437748.2	ENSG00000223732	RP11-321C24.1
ENST00000581392.1	ENSG00000265802	RN7SL49P
ENST00000411409.1	ENSG00000223341	RN7SKP3
ENST00000606815.1	ENSG00000271818	7SK
ENST00000516246.1	ENSG00000252055	RNU6-69P
ENST00000605137.1	ENSG00000270381	RP11-290D2.5
ENST00000408236.1	ENSG00000221163	AL138963.1
ENST00000517242.1	ENSG00000253051	SNORA31
ENST00000362607.1	ENSG00000199477	SNORA31
ENST00000610057.1	ENSG00000273149	RP11-290D2.6
ENST00000400577.3	ENSG00000185272	RBM11
ENST00000332663.2	ENSG00000182974	OR4M2
ENST00000441009.1	ENSG00000226983	AP000235.2
ENST00000563097.1	ENSG00000260770	NKIRAS2
ENST00000328795.4	ENSG00000183706	OR4N4
ENST00000517509.1	ENSG00000170919	TPT1-AS1
ENST00000446404.1	ENSG00000227090	AP000402.3
ENST00000441666.1	ENSG00000230379	AP000146.2
ENST00000604066.1	ENSG00000270505	IGHV1OR15-1
ENST00000599120.1	ENSG00000269182	AC010760.1
ENST00000557788.2	ENSG00000259261	IGHV4OR15-8
ENST00000423389.1	ENSG00000237444	AP001342.1
ENST00000424017.1	ENSG00000244278	AP000235.3
ENST00000285667.3	ENSG00000155304	HSPA13
ENST00000565920.1	ENSG00000260320	ZNF385C
ENST00000420693.1	ENSG00000228886	RP11-290D2.3
ENST00000398357.2	ENSG00000214455	RCN1P2
ENST00000506633.1	ENSG00000251015	SLC25A30-AS1
ENST00000420177.1	ENSG00000229303	PPIAP25
ENST00000363839.1	ENSG00000200709	RNA5SP27
ENST00000316397.3	ENSG00000197414	GOLGA6L1
ENST00000428659.1	ENSG00000232786	TIMM9P3
ENST00000447446.1	ENSG00000228869	COX4I1P2
ENST00000435067.1	ENSG00000235366	LINC01055
ENST00000418942.1	ENSG00000232512	7SK
ENST00000426552.1	ENSG00000237876	AKR1B1P4
ENST00000563880.1	ENSG00000260178	DHX58
ENST00000426609.1	ENSG00000223870	AP000233.3
ENST00000606991.1	ENSG00000235903	CPB2-AS1
ENST00000409758.1	ENSG00000222042	AP000233.4
ENST00000410986.2	ENSG00000238627	RNA5SP489
ENST00000490496.2	ENSG00000240767	RN7SL288P
ENST00000459016.1	ENSG00000238483	snoU13
ENST00000517045.1	ENSG00000252854	RN7SKP5
ENST00000510179.1	ENSG00000251106	FAM206BP
ENST00000566370.1	ENSG00000261097	LINC00563
ENST00000411404.1	ENSG00000223336	RNU2-6P
ENST00000516576.1	ENSG00000252385	RNU6-68P
ENST00000299259.6	ENSG00000166200	COPS2
ENST00000285670.2	ENSG00000155307	SAMSN1
ENST00000535073.1	ENSG00000241353	PPP1R2P4
ENST00000564173.1	ENSG00000259958	KAT2A
ENST00000400562.1	ENSG00000243440	AF165138.7
ENST00000595532.1	ENSG00000231817	RP11-189B4.6
ENST00000400428.2	ENSG00000227019	OR7E101P
ENST00000535895.1	ENSG00000205105	COX17P1
ENST00000565659.1	ENSG00000260325	HSPB9
ENST00000423650.1	ENSG00000230243	FKBP1AP3
ENST00000430913.2	ENSG00000224517	HTR2A-AS1
ENST00000420444.1	ENSG00000234590	GNG5P5
ENST00000496982.2	ENSG00000244521	RN7SL700P
ENST00000432820.1	ENSG00000234145	NAP1L4P3
ENST00000424277.2	ENSG00000229423	RPL27AP8
ENST00000570252.1	ENSG00000261378	RAB5C
ENST00000417987.1	ENSG00000228573	RP11-279N8.1
ENST00000283645.4	ENSG00000153575	TUBGCP5
ENST00000435617.1	ENSG00000234689	LINC00444
ENST00000566385.1	ENSG00000260388	LINC00562
ENST00000423869.1	ENSG00000227848	SUCLA2-AS1
ENST00000573654.1	ENSG00000263172	5S_rRNA
ENST00000422483.1	ENSG00000229111	MED4-AS1
ENST00000572049.2	ENSG00000262688	Metazoa_SRP
ENST00000583330.1	ENSG00000266571	Metazoa_SRP
ENST00000438155.2	ENSG00000224510	POLR2KP2
ENST00000566311.1	ENSG00000260752	RP11-156E6.1
ENST00000433480.2	ENSG00000231473	LINC00441
ENST00000584546.1	ENSG00000264151	RP11-739N10.1
ENST00000474415.1	ENSG00000238086	PPP1R26P1
ENST00000452246.1	ENSG00000177197	PCNPP5
ENST00000452288.1	ENSG00000233456	LINC01077
ENST00000400202.1	ENSG00000180530	NRIP1
ENST00000425350.1	ENSG00000233610	LINC00462
ENST00000584547.1	ENSG00000264790	RP11-26N15.2
ENST00000410459.1	ENSG00000222391	AL137118.1
ENST00000453033.1	ENSG00000225131	PSME2P2
ENST00000483523.1	ENSG00000244329	UBA52P9
ENST00000580512.1	ENSG00000265585	AL161421.1
ENST00000364792.1	ENSG00000201662	RNU6-60P
ENST00000584566.1	ENSG00000263611	RP11-612A1.1
ENST00000451754.1	ENSG00000223724	RAD17P2
ENST00000578589.1	ENSG00000265097	RBM22P1
ENST00000362918.1	ENSG00000199788	RNY3P2
ENST00000446556.1	ENSG00000235957	COX7CP1
ENST00000577406.1	ENSG00000263405	PA2G4P3
ENST00000447552.1	ENSG00000231665	OGFOD1P1
ENST00000423367.1	ENSG00000227279	AC015933.2
ENST00000435400.1	ENSG00000236577	SNRPGP14
ENST00000260385.6	ENSG00000137824	RMDN3
ENST00000584680.1	ENSG00000266296	ARIH2P1
ENST00000316159.3	ENSG00000176882	RP11-432M24.4
ENST00000563924.1	ENSG00000261371	PECAM1
ENST00000582726.1	ENSG00000265994	RP11-510D21.1
ENST00000366359.1	ENSG00000203547	AL135901.1
ENST00000603176.1	ENSG00000271238	RP11-510D21.2
ENST00000410216.1	ENSG00000222148	RNY4P30
ENST00000318353.2	ENSG00000181358	CTAGE10P
ENST00000515910.1	ENSG00000251719	RNU6-408P
ENST00000580562.1	ENSG00000265730	AC090349.1
ENST00000363194.1	ENSG00000200064	RNY4P9
ENST00000390796.2	ENSG00000212085	AC105245.1
ENST00000579259.1	ENSG00000264526	AL136123.1
ENST00000579844.1	ENSG00000264864	MIR3613
ENST00000581934.1	ENSG00000266479	CTD-2515C13.1
ENST00000558940.1	ENSG00000259458	RP11-625H11.1
ENST00000577674.1	ENSG00000265980	CTD-2515C13.2
ENST00000408804.1	ENSG00000221731	AC091321.1
ENST00000584482.1	ENSG00000264587	RP11-784B15.1
ENST00000583089.1	ENSG00000266196	RP11-675P14.1
ENST00000583580.1	ENSG00000265670	RP11-25I11.1
ENST00000515893.1	ENSG00000251702	RNU6-857P
ENST00000568243.1	ENSG00000261521	RP11-408H20.1
ENST00000235290.3	ENSG00000231607	DLEU2
ENST00000459603.1	ENSG00000238376	snoU13
ENST00000459545.1	ENSG00000238660	AP001340.1
ENST00000581836.1	ENSG00000265888	RP11-408H20.2
ENST00000425147.1	ENSG00000213885	RPL13AP7
ENST00000582307.1	ENSG00000263698	RP11-408H20.3
ENST00000332587.4	ENSG00000185433	LINC00158
ENST00000581856.1	ENSG00000266729	RP11-534N16.1
ENST00000459023.1	ENSG00000238314	snoU13
ENST00000419694.1	ENSG00000229962	AP000221.1
ENST00000385271.1	ENSG00000208006	MIR16-1
ENST00000384292.1	ENSG00000207019	RNU6-167P
ENST00000425606.1	ENSG00000214359	RPL18P10
ENST00000456917.1	ENSG00000234883	MIR155HG
ENST00000384511.1	ENSG00000207240	Y_RNA
ENST00000580937.1	ENSG00000266521	RP11-650P15.1
ENST00000495613.1	ENSG00000232150	ST13P4
ENST00000567517.1	ENSG00000260583	LINC00515
ENST00000583706.1	ENSG00000264859	RP11-75N4.2
ENST00000420965.1	ENSG00000237731	RNGTTP1
ENST00000445636.1	ENSG00000223676	RPL34P26
ENST00000450769.1	ENSG00000227054	FDX1P2
ENST00000571603.2	ENSG00000263304	MILR1
ENST00000516570.1	ENSG00000252379	RNU6-1002P
ENST00000408271.2	ENSG00000221198	AL138696.1
ENST00000436405.1	ENSG00000235514	AP000226.9
ENST00000428276.1	ENSG00000229323	RP11-175B12.2
ENST00000565978.1	ENSG00000259985	RP11-549B18.1
ENST00000363602.1	ENSG00000200472	RN7SKP44
ENST00000260447.4	ENSG00000137880	GCHFR
ENST00000583900.1	ENSG00000265158	LRRC37A7P
ENST00000600590.1	ENSG00000233783	AP001442.2
ENST00000584628.1	ENSG00000263772	RP11-549B18.3
ENST00000413510.2	ENSG00000237152	DLEU7-AS1
ENST00000516163.1	ENSG00000251972	RNU6-123P
ENST00000582269.1	ENSG00000263924	RP11-210K20.2
ENST00000363841.1	ENSG00000200711	RNA5SP28
ENST00000455275.1	ENSG00000224541	AP001439.2
ENST00000604384.1	ENSG00000270518	RP11-210K20.3
ENST00000605421.1	ENSG00000270879	RP11-210K20.4
ENST00000608591.1	ENSG00000273492	AP000230.1
ENST00000410388.1	ENSG00000222320	RNU6-1050P
ENST00000596992.1	ENSG00000233672	RNASEH2B-AS1
ENST00000580420.1	ENSG00000263823	RP11-326K13.4
ENST00000384075.1	ENSG00000206802	RNU6-926P
ENST00000581802.1	ENSG00000265273	PGDP1
ENST00000435878.1	ENSG00000229025	AP001595.1
ENST00000582538.1	ENSG00000266105	RP11-326K13.2
ENST00000421771.1	ENSG00000232692	AP001596.6
ENST00000583184.1	ENSG00000263917	RP11-53I6.2
ENST00000582018.1	ENSG00000265063	AC009831.1
ENST00000484967.1	ENSG00000214917	RP11-53I6.1
ENST00000582233.1	ENSG00000265008	RP11-53I6.3
ENST00000459168.1	ENSG00000238982	snoU13
ENST00000573512.2	ENSG00000262917	POLG2
ENST00000583138.1	ENSG00000263393	RP11-53I6.4
ENST00000362503.1	ENSG00000199373	RNA5SP453
ENST00000580789.1	ENSG00000265279	RP11-53I6.5
ENST00000581134.1	ENSG00000263904	RP11-344B2.3
ENST00000410463.1	ENSG00000222395	Y_RNA
ENST00000579580.1	ENSG00000264982	RP11-344B2.2
ENST00000400448.1	ENSG00000215492	HNRNPA1P7
ENST00000567636.1	ENSG00000260389	WBP11P1
ENST00000220496.4	ENSG00000104129	DNAJC17
ENST00000408694.1	ENSG00000221621	AC009835.1
ENST00000322247.3	ENSG00000177150	FAM210A
ENST00000578349.1	ENSG00000263688	RP11-386P4.1
ENST00000493639.2	ENSG00000123201	GUCY1B2
ENST00000285679.6	ENSG00000155313	USP25
ENST00000357401.3	ENSG00000197934	AP001597.1
ENST00000608410.1	ENSG00000273115	KB-1466C5.1
ENST00000426771.1	ENSG00000223563	AP001601.2
ENST00000584048.1	ENSG00000266133	MIR4759
ENST00000429271.1	ENSG00000215326	GPX1P2
ENST00000420186.2	ENSG00000231236	AP001604.3
ENST00000447384.1	ENSG00000236332	AP001605.4
ENST00000410988.1	ENSG00000222920	RNA5SP29
ENST00000563710.1	ENSG00000226792	LINC00371
ENST00000399168.2	ENSG00000214878	RPL5P31
ENST00000605362.1	ENSG00000271242	SLMO2P2
ENST00000574715.2	ENSG00000263077	DDX5
ENST00000577722.1	ENSG00000266072	MIR5693
ENST00000602881.1	ENSG00000269965	RP11-24B19.4
ENST00000602636.1	ENSG00000270101	RP11-24B19.3
ENST00000315087.7	ENSG00000101638	ST8SIA5
ENST00000598905.1	ENSG00000236778	INTS6-AS1
ENST00000440664.1	ENSG00000232560	C21orf37
ENST00000577312.1	ENSG00000265146	MIR4752
ENST00000574193.1	ENSG00000262931	U6
ENST00000595905.1	ENSG00000224892	RPS4XP16
ENST00000484133.2	ENSG00000243900	RN7SL320P
ENST00000411777.1	ENSG00000229906	SNRPGP11
ENST00000577728.1	ENSG00000266611	MIR4703
ENST00000577141.2	ENSG00000263046	CEP95
ENST00000516332.1	ENSG00000252141	RNU6-65P
ENST00000384193.1	ENSG00000206920	RNY1P6
ENST00000482700.2	ENSG00000242893	RN7SL413P
ENST00000433775.2	ENSG00000224451	ATP5F1P1
ENST00000456688.1	ENSG00000231856	RP11-327P2.5
ENST00000454280.1	ENSG00000232872	CTAGE3P
ENST00000439042.1	ENSG00000236044	FABP5P2
ENST00000566886.1	ENSG00000261138	AC016489.1
ENST00000451298.1	ENSG00000217576	RP11-248G5.8
ENST00000497848.2	ENSG00000239823	Y_RNA
ENST00000581165.1	ENSG00000265031	hsa-mir-1273e
ENST00000583033.1	ENSG00000266804	AC234063.1
ENST00000566865.1	ENSG00000261387	AC138744.2
ENST00000584521.1	ENSG00000265387	MIR3064
ENST00000284878.7	ENSG00000154639	CXADR
ENST00000581629.1	ENSG00000265492	MIR5047
ENST00000579747.1	ENSG00000263516	AC009994.1
ENST00000416599.1	ENSG00000243406	MRPS31P5
ENST00000383314.2	ENSG00000101654	RNMT
ENST00000561576.1	ENSG00000261074	QSOX2
ENST00000585916.1	ENSG00000078043	PIAS2
ENST00000606973.1	ENSG00000272281	TPTE2P2
ENST00000560031.1	ENSG00000156958	GALK2
ENST00000569961.1	ENSG00000260220	WI2-2610K16.1
ENST00000585255.1	ENSG00000266342	WI2-1959D15.1
ENST00000339775.6	ENSG00000154640	BTG3
ENST00000420241.1	ENSG00000233300	EIF4A1P1
ENST00000604285.1	ENSG00000271236	SUMO2P15
ENST00000447844.1	ENSG00000217026	RPL10P1
ENST00000406229.2	ENSG00000219592	NCSTNP1
ENST00000426418.1	ENSG00000234052	AP001607.1
ENST00000564302.1	ENSG00000261183	RP11-532F12.5
ENST00000344320.6	ENSG00000188277	C15orf62
ENST00000504988.1	ENSG00000249139	EPPIN-WFDC6
ENST00000442550.1	ENSG00000225298	LINC00113
ENST00000582049.1	ENSG00000264256	AC025166.1
ENST00000564093.1	ENSG00000260587	DOCK3
ENST00000503052.2	ENSG00000251161	RP11-540O11.1
ENST00000433344.1	ENSG00000234083	AJ006995.3
ENST00000560114.1	ENSG00000259405	ISCA1P4
ENST00000324988.3	ENSG00000178457	LINC00314
ENST00000561388.1	ENSG00000259617	RP11-540O11.6
ENST00000558101.1	ENSG00000259463	RP11-540O11.7
ENST00000426534.1	ENSG00000232079	AL035610.1
ENST00000560178.1	ENSG00000259521	RP11-540O11.4
ENST00000566546.1	ENSG00000259880	MANF
ENST00000558168.1	ENSG00000259547	CYCSP2
ENST00000357199.4	ENSG00000158901	WFDC8
ENST00000358278.3	ENSG00000140416	TPM1
ENST00000528023.3	ENSG00000157021	FAM92A1P1
ENST00000476341.2	ENSG00000240847	RN7SL497P
ENST00000563281.1	ENSG00000259956	RBM15B
ENST00000326000.1	ENSG00000180205	WFDC9
ENST00000284881.4	ENSG00000154642	C21orf91
ENST00000500949.2	ENSG00000247556	OIP5-AS1
ENST00000568089.1	ENSG00000260383	MROH1
ENST00000485809.1	ENSG00000243355	RP11-57G22.1
ENST00000582239.1	ENSG00000263765	RP11-746B8.1
ENST00000580071.1	ENSG00000263450	RP11-680N20.1
ENST00000591558.1	ENSG00000267642	RP11-258B16.1
ENST00000362334.1	ENSG00000199204	Y_RNA
ENST00000587528.1	ENSG00000267746	RP11-379L18.1
ENST00000586960.1	ENSG00000267585	RP11-115P21.1
ENST00000596954.1	ENSG00000268873	RP11-138H11.1
ENST00000408482.1	ENSG00000221409	AC068506.1
ENST00000586922.2	ENSG00000268573	RP11-158H5.7
ENST00000399070.3	ENSG00000257267	ZNF271
ENST00000474156.1	ENSG00000239683	RP11-322E11.1
ENST00000591141.1	ENSG00000267583	RP11-322E11.5
ENST00000593078.1	ENSG00000266965	RP11-712P20.2
ENST00000590983.1	ENSG00000267397	RP11-873E20.1
ENST00000268184.6	ENSG00000140577	CRTC3
ENST00000587407.1	ENSG00000267797	NRBF2P1
ENST00000385062.1	ENSG00000207797	MIR187
ENST00000569669.1	ENSG00000261236	BOP1
ENST00000584497.1	ENSG00000265641	MIR3929
ENST00000355341.4	ENSG00000166140	ZFYVE19
ENST00000589074.1	ENSG00000267627	RP11-905K4.1
ENST00000568654.1	ENSG00000260552	RP11-49I11.1
ENST00000589678.1	ENSG00000267404	RP11-49I11.2
ENST00000593113.2	ENSG00000267456	RP11-49I11.3
ENST00000217109.4	ENSG00000101138	CSTF1
ENST00000516269.1	ENSG00000252078	SNORD112
ENST00000586106.1	ENSG00000267039	RP11-58G13.1
ENST00000589715.1	ENSG00000267651	RP11-95O2.1
ENST00000299295.2	ENSG00000154645	CHODL
ENST00000566027.1	ENSG00000260623	VPRBP
ENST00000589281.1	ENSG00000267707	RP11-95O2.5
ENST00000586610.1	ENSG00000267202	RP11-797E24.3
ENST00000580543.1	ENSG00000266530	MIR4318
ENST00000467028.1	ENSG00000243516	RP11-19F9.1
ENST00000597906.1	ENSG00000268566	RP11-687D19.1
ENST00000410772.1	ENSG00000222704	RN7SKP182
ENST00000517229.1	ENSG00000253038	RNU6-706P
ENST00000603464.1	ENSG00000271564	RP13-444H2.1
ENST00000567180.2	ENSG00000260428	SCXA
ENST00000591629.1	ENSG00000267374	LINC00669
ENST00000362735.1	ENSG00000199605	RNY4P24
ENST00000443679.1	ENSG00000235660	LINC00345
ENST00000372643.3	ENSG00000180305	WFDC10A
ENST00000321566.6	ENSG00000175886	RPL7AP66
ENST00000446689.1	ENSG00000244471	RP11-78J21.4
ENST00000559959.1	ENSG00000259396	RP11-16O9.2
ENST00000580941.1	ENSG00000266148	MIR5583-1
ENST00000363537.1	ENSG00000200407	RNU6-1169P
ENST00000313077.7	ENSG00000068793	CYFIP1
ENST00000566760.1	ENSG00000259838	TCEB1P2
ENST00000391052.1	ENSG00000212354	RNU6-1242P
ENST00000585822.1	ENSG00000267413	RP11-636O21.1
ENST00000356562.2	ENSG00000180083	WFDC11
ENST00000427445.2	ENSG00000198384	TPTE2P3
ENST00000565259.1	ENSG00000260926	RP11-380D11.2
ENST00000566101.1	ENSG00000261715	RP11-653G8.2
ENST00000385032.1	ENSG00000207766	MIR626
ENST00000586289.1	ENSG00000267664	RPL17P45
ENST00000605661.1	ENSG00000270702	RP11-107F6.4
ENST00000459079.1	ENSG00000238333	RNU7-145P
ENST00000562063.1	ENSG00000260814	RP11-107F6.3
ENST00000510176.1	ENSG00000250379	RP11-23P13.4
ENST00000335769.2	ENSG00000182931	WFDC10B
ENST00000581649.1	ENSG00000265557	CT867977.1
ENST00000592302.1	ENSG00000267313	RP11-142I20.1
ENST00000284885.3	ENSG00000154646	TMPRSS15
ENST00000363423.1	ENSG00000200293	RNA5SP393
ENST00000582950.1	ENSG00000264850	MIR4310
ENST00000562716.1	ENSG00000259792	RP11-114H24.6
ENST00000309874.2	ENSG00000174171	RP11-23P13.6
ENST00000305479.2	ENSG00000168634	WFDC13
ENST00000408549.1	ENSG00000221476	MIR1827
ENST00000362763.1	ENSG00000199633	SNORA63
ENST00000588959.1	ENSG00000267652	RP11-188I24.1
ENST00000605942.1	ENSG00000272003	RP11-23P13.7
ENST00000457751.1	ENSG00000225253	AC011225.1
ENST00000566715.1	ENSG00000260988	RP11-285A1.1
ENST00000564168.1	ENSG00000259883	CTD-2382E5.4
ENST00000279058.3	ENSG00000149651	SPINT4
ENST00000591187.1	ENSG00000267088	RP11-115N12.1
ENST00000499478.2	ENSG00000246740	CTD-2382E5.1
ENST00000559954.1	ENSG00000259708	RP11-762H8.3
ENST00000552704.1	ENSG00000257797	CTD-2382E5.2
ENST00000558192.1	ENSG00000272418	RP11-762H8.4
ENST00000560331.2	ENSG00000259562	RP11-762H8.2
ENST00000570268.1	ENSG00000261132	HSF1
ENST00000560057.1	ENSG00000259322	RP11-762H8.1
ENST00000558606.2	ENSG00000259413	RP11-5O23.1
ENST00000560094.1	ENSG00000259474	RP11-650L12.1
ENST00000567141.1	ENSG00000261762	RP11-650L12.2
ENST00000593234.1	ENSG00000267586	LINC00907
ENST00000559120.1	ENSG00000259555	RP11-335K5.2
ENST00000565618.1	ENSG00000261443	RAD54L2
ENST00000380843.4	ENSG00000101365	IDH3B
ENST00000509685.1	ENSG00000250299	MRPS31P4
ENST00000564933.1	ENSG00000261303	RP11-160C18.2
ENST00000245121.5	ENSG00000167216	KATNAL2
ENST00000243938.4	ENSG00000124116	WFDC3
ENST00000390224.1	ENSG00000211579	MIR759
ENST00000377951.2	ENSG00000150276	PPIAP26
ENST00000417989.1	ENSG00000237092	LINC01065
ENST00000428983.1	ENSG00000225510	PCDH8P1
ENST00000371336.3	ENSG00000087589	CASS4
ENST00000477850.2	ENSG00000241613	RN7SL618P
ENST00000408063.1	ENSG00000220990	AL450423.1
ENST00000494933.1	ENSG00000213307	RPL18P11
ENST00000569422.1	ENSG00000261517	LINC00558
ENST00000434914.1	ENSG00000238166	RP11-160C18.4
ENST00000423442.2	ENSG00000234787	LINC00458
ENST00000482506.1	ENSG00000243711	RPL21P116
ENST00000453420.1	ENSG00000236532	AL035610.2
ENST00000605764.1	ENSG00000271652	RP11-168P6.2
ENST00000516252.1	ENSG00000252061	RNU6-415P
ENST00000384979.1	ENSG00000207712	MIR627
ENST00000316148.4	ENSG00000177699	RP11-16K12.1
ENST00000484130.1	ENSG00000136149	RPL13AP25
ENST00000563846.1	ENSG00000261002	RP11-546B15.1
ENST00000400546.1	ENSG00000154654	NCAM2
ENST00000459291.1	ENSG00000239022	AC069082.1
ENST00000584726.1	ENSG00000266699	AL512655.1
ENST00000433310.2	ENSG00000232855	AF131217.1
ENST00000562290.1	ENSG00000260571	RP11-546B15.2
ENST00000583098.1	ENSG00000264387	MIR5007
ENST00000430567.2	ENSG00000228611	HNF4GP1
ENST00000431223.1	ENSG00000228319	SPATA2P1
ENST00000412526.1	ENSG00000226935	LINC00161
ENST00000459611.1	ENSG00000238455	snoU13
ENST00000560533.1	ENSG00000259234	RP11-17L5.4
ENST00000364795.1	ENSG00000201665	RN7SKP6
ENST00000603320.1	ENSG00000271140	PRR20FP
ENST00000516085.1	ENSG00000251894	RNU6-872P
ENST00000442543.1	ENSG00000230009	MTCO2P3
ENST00000447985.1	ENSG00000215005	HSPD1P7
ENST00000427255.2	ENSG00000166143	PPP1R14D
ENST00000418448.1	ENSG00000234421	SLC25A5P4
ENST00000400014.2	ENSG00000215317	THUMPD1P1
ENST00000320371.6	ENSG00000176054	RPL23P2
ENST00000384962.1	ENSG00000207695	MIR184
ENST00000495723.1	ENSG00000258461	RP11-164J13.1
ENST00000608809.1	ENSG00000273254	RP1-100J12.1
ENST00000560385.2	ENSG00000259419	HNRNPCP3
ENST00000457065.1	ENSG00000225352	RPL31P53
ENST00000457162.2	ENSG00000231125	AF129075.5
ENST00000365552.1	ENSG00000202422	RNA5SP30
ENST00000581752.1	ENSG00000266543	AC027811.1
ENST00000454780.2	ENSG00000232954	LINC00374
ENST00000412942.1	ENSG00000232687	RPL12P9
ENST00000561560.1	ENSG00000261712	RP11-358L4.1
ENST00000365114.1	ENSG00000201984	Y_RNA
ENST00000410801.1	ENSG00000222733	RNY4P29
ENST00000391177.1	ENSG00000212479	U3
ENST00000435601.1	ENSG00000214335	CTAGE16P
ENST00000560593.2	ENSG00000259493	RP11-621H8.2
ENST00000430001.1	ENSG00000224649	AF124730.4
ENST00000565657.1	ENSG00000261698	DGAT1
ENST00000425106.1	ENSG00000223717	DNAJA1P1
ENST00000560719.2	ENSG00000259208	RP11-621H8.1
ENST00000398005.3	ENSG00000214281	HMGN2P39
ENST00000299338.6	ENSG00000166262	FAM227B
ENST00000449146.1	ENSG00000232647	POLR3KP1
ENST00000420364.1	ENSG00000215533	LINC00189
ENST00000561747.2	ENSG00000260674	RP11-591L14.2
ENST00000603596.1	ENSG00000271190	RPP40P2
ENST00000458752.1	ENSG00000239003	RNU7-88P
ENST00000493002.2	ENSG00000213527	RP11-591L14.1
ENST00000435636.1	ENSG00000227528	DIAPH3-AS1
ENST00000492442.2	ENSG00000265745	RN7SL375P
ENST00000428656.1	ENSG00000223815	DIAPH3-AS2
ENST00000324750.3	ENSG00000176136	MC5R
ENST00000414042.1	ENSG00000226332	RP11-157P1.4
ENST00000365281.1	ENSG00000202151	RNY4P28
ENST00000423739.1	ENSG00000227336	LINC00434
ENST00000577688.1	ENSG00000265329	MIR4758
ENST00000448913.1	ENSG00000238213	TARDBPP2
ENST00000390765.2	ENSG00000212054	AL354764.1
ENST00000478167.1	ENSG00000228812	RP11-157P1.5
ENST00000411144.1	ENSG00000223076	RNA5SP31
ENST00000448133.1	ENSG00000236608	EIF4A1P6
ENST00000419794.1	ENSG00000229207	SERPINH1P1
ENST00000413402.1	ENSG00000225249	LINC00378
ENST00000327606.3	ENSG00000185231	MC2R
ENST00000384305.1	ENSG00000207032	Y_RNA
ENST00000433121.1	ENSG00000233017	RP5-908M14.5
ENST00000515888.1	ENSG00000251697	RN7SKP24
ENST00000384127.1	ENSG00000206854	RNY3P5
ENST00000606283.1	ENSG00000272050	RP13-379O24.3
ENST00000439960.1	ENSG00000230729	RP11-296L22.8
ENST00000261893.4	ENSG00000103642	LACTB
ENST00000517209.1	ENSG00000253018	RNY4P31
ENST00000569373.1	ENSG00000260542	RP13-379O24.2
ENST00000414201.2	ENSG00000227510	RP11-196P2.1
ENST00000441226.2	ENSG00000232983	RP11-296L22.7
ENST00000578032.1	ENSG00000266663	MIR3169
ENST00000450472.1	ENSG00000236056	GAPDHP14
